ds,y
2012-05-22,4063.0000000000127
2012-05-23,3068.000000000008
2012-05-24,2416.9999999999923
2012-05-25,2348.9999999999936
2012-05-26,1766.000000000009
2012-05-27,2078.999999999993
2012-05-28,2113.000000000007
2012-05-29,2488.999999999994
2012-05-30,
2012-06-01,2471.9999999999973
2012-06-02,2117.00000000001
2012-06-03,2195.999999999998
2012-06-04,2543.999999999992
2012-06-05,2789.0000000000027
2012-06-06,2103.0000000000005
2012-06-07,2261.0
2012-06-08,2644.0000000000086
2012-06-09,2809.9999999999973
2012-06-10,2341.9999999999936
2012-06-11,2065.9999999999927
2012-06-12,2562.000000000002
2012-06-13,
2012-06-14,2258.0000000000055
2012-06-15,2236.0000000000005
2012-06-16,
2012-06-17,2729.000000000003
2012-06-18,2444.00000000001
2012-06-19,4452.999999999988
2012-06-20,3573.9999999999895
2012-06-21,2598.999999999998
2012-06-22,2763.0000000000105
2012-06-23,1932.9999999999984
2012-06-24,1842.9999999999948
2012-06-25,2097.9999999999945
2012-06-26,
2012-06-27,2017.999999999992
2012-06-28,
2012-06-29,
2012-06-30,1549.0000000000027
2012-07-01,
2012-07-02,1834.9999999999993
2012-07-03,2084.999999999997
2012-07-04,2156.000000000005
2012-07-05,1916.0000000000082
2012-07-06,
2012-07-07,2010.9999999999966
2012-07-08,1962.9999999999973
2012-07-09,2303.0000000000105
2012-07-10,
2012-07-11,3000.000000000008
2012-07-12,
2012-07-13,4462.999999999998
2012-07-14,4381.0000000000055
2012-07-15,3066.0000000000036
2012-07-16,2857.9999999999927
2012-07-17,2966.999999999994
2012-07-18,2958.0000000000136
2012-07-19,2795.9999999999977
2012-07-20,2945.0000000000077
2012-07-21,2400.9999999999927
2012-07-23,3144.000000000009
2012-07-24,
2012-07-25,3368.999999999988
2012-07-26,5217.999999999978
2012-07-27,7536.000000000009
2012-07-28,3967.0000000000014
2012-07-29,3960.000000000015
2012-07-30,3509.9999999999964
2012-07-31,2735.9999999999973
2012-08-01,2603.0000000000114
2012-08-02,
2012-08-03,3229.9999999999945
2012-08-04,3364.0000000000045
2012-08-05,3337.999999999999
2012-08-06,3443.9999999999964
2012-08-07,3179.9999999999923
2012-08-08,2821.000000000009
2012-08-09,3795.0000000000023
2012-08-10,8163.000000000038
2012-08-11,5781.000000000027
2012-08-12,6637.999999999996
2012-08-13,4333.999999999982
2012-08-14,5240.000000000015
2012-08-15,4378.000000000008
2012-08-16,3383.0000000000027
2012-08-17,4406.000000000004
2012-08-18,4167.99999999999
2012-08-19,
2012-08-20,8167.999999999985
2012-08-21,4350.999999999996
2012-08-22,3652.9999999999905
2012-08-24,4069.000000000001
2012-08-25,6256.999999999982
2012-08-26,12619.000000000002
2012-08-27,9375.999999999965
2012-08-28,5374.999999999985
2012-08-29,4745.00000000001
2012-08-31,5246.999999999988
2012-09-01,4780.99999999998
2012-09-03,5218.9999999999845
2012-09-05,6271.999999999973
2012-09-06,22333.00000000056
2012-09-07,5950.00000000003
2012-09-08,6509.000000000012
2012-09-09,18751.00000000004
2012-09-10,110740.00000000471
2012-09-11,15194.00000000005
2012-09-12,6521.999999999975
2012-09-13,5891.000000000014
2012-09-14,8110.999999999955
2012-09-15,6286.999999999997
2012-09-16,18164.999999999967
2012-09-17,14952.999999999942
2012-09-18,39818.99999999953
2012-09-19,6345.000000000012
2012-09-20,5221.99999999998
2012-09-22,4712.999999999997
2012-09-24,14853.999999999973
2012-09-25,5867.999999999989
2012-09-27,
2012-09-28,4969.000000000001
2012-09-29,4119.999999999991
2012-09-30,
2012-10-01,18951.99999999997
2012-10-02,
2012-10-03,
2012-10-04,5620.000000000015
2012-10-06,5166.999999999978
2012-10-07,18362.999999999993
2012-10-08,19972.00000000002
2012-10-09,7452.999999999974
2012-10-10,4155.0000000000055
2012-10-11,3777.000000000015
2012-10-12,4455.000000000003
2012-10-13,3796.000000000005
2012-10-14,8396.999999999976
2012-10-15,8991.999999999985
2012-10-17,6495.000000000002
2012-10-18,4818.000000000015
2012-10-19,4863.000000000019
2012-10-20,3829.9999999999927
2012-10-22,8929.99999999995
2012-10-23,5822.000000000012
2012-10-25,4190.99999999999
2012-10-26,4889.000000000019
2012-10-27,5080.999999999989
2012-10-28,10095.000000000015
2012-10-29,34348.000000000866
2012-10-30,
2012-10-31,5894.999999999997
2012-11-01,4905.999999999975
2012-11-02,
2012-11-03,4715.999999999994
2012-11-05,16107.000000000004
2012-11-06,6836.999999999973
2012-11-07,4394.000000000018
2012-11-08,4906.999999999984
2012-11-09,6954.999999999983
2012-11-10,3947.9999999999877
2012-11-11,
2012-11-12,9060.999999999998
2012-11-13,6043.999999999997
2012-11-14,4154.000000000006
2012-11-15,4301.000000000013
2012-11-17,3392.9999999999964
2012-11-18,9693.000000000024
2012-11-19,16083.99999999993
2012-11-20,5739.999999999983
2012-11-23,7553.000000000014
2012-11-24,4429.000000000006
2012-11-25,12932.99999999995
2012-11-26,
2012-11-27,6969.000000000004
2012-11-28,5509.999999999998
2012-11-29,4825.000000000018
2012-12-01,5731.000000000016
2012-12-02,11479.000000000033
2012-12-03,15943.999999999976
2012-12-04,15412.000000000031
2012-12-05,6179.000000000005
2012-12-06,6495.999999999973
2012-12-07,21175.00000000009
2012-12-09,10431.99999999996
2012-12-10,10575.000000000016
2012-12-11,12423.000000000042
2012-12-12,6587.999999999996
2012-12-13,6021.000000000012
2012-12-14,4625.999999999975
2012-12-15,3988.0000000000073
2012-12-16,11084.000000000004
2012-12-17,11475.000000000055
2012-12-18,6577.999999999986
2012-12-19,5009.000000000019
2012-12-20,4505.000000000012
2012-12-21,4010.9999999999914
2012-12-22,3687.0000000000227
2012-12-23,
2012-12-24,15556.999999999984
2012-12-25,5638.999999999985
2012-12-26,5473.999999999977
2012-12-28,5906.000000000014
2012-12-29,5077.999999999977
2012-12-30,13229.000000000011
2012-12-31,25409.00000000027
2013-01-01,9059.999999999949
2013-01-02,8822.000000000051
2013-01-03,8561.999999999982
2013-01-04,11341.999999999953
2013-01-05,10296.999999999987
2013-01-06,25152.999999999643
2013-01-08,9066.000000000055
2013-01-10,7886.999999999999
2013-01-11,9372.00000000004
2013-01-12,37868.00000000072
2013-01-14,26720.0000000005
2013-01-16,
2013-01-17,6201.999999999968
2013-01-18,5738.999999999981
2013-01-19,4695.999999999986
2013-01-20,7814.000000000028
2013-01-21,22496.000000000193
2013-01-23,7050.999999999994
2013-01-24,5351.99999999998
2013-01-25,5096.000000000001
2013-01-26,4715.00000000001
2013-01-27,5086.999999999978
2013-01-28,24445.999999999793
2013-01-29,5714.000000000005
2013-01-30,4974.999999999983
2013-01-31,
2013-02-01,5312.999999999979
2013-02-02,5166.000000000019
2013-02-03,14856.99999999995
2013-02-04,
2013-02-05,7116.999999999997
2013-02-06,5053.999999999999
2013-02-07,4373.999999999983
2013-02-08,3644.000000000007
2013-02-09,3270.9999999999873
2013-02-10,3099.0000000000064
2013-02-11,3249.9999999999914
2013-02-12,3091.9999999999936
2013-02-13,2908.0
2013-02-14,
2013-02-15,2679.999999999993
2013-02-17,2496.9999999999923
2013-02-18,2885.000000000001
2013-02-19,3001.0000000000105
2013-02-20,2727.9999999999914
2013-02-21,
2013-02-22,2622.9999999999895
2013-02-23,2330.0000000000077
2013-02-24,2170.999999999996
2013-02-25,2549.999999999995
2013-02-26,
2013-02-27,2916.9999999999955
2013-02-28,2760.999999999987
2013-03-01,2621.0000000000095
2013-03-02,2306.9999999999914
2013-03-03,2389.000000000001
2013-03-04,2528.0000000000055
2013-03-06,2556.0000000000114
2013-03-07,2753.0000000000064
2013-03-08,2340.0000000000073
2013-03-09,1970.9999999999998
2013-03-10,1834.9999999999993
2013-03-11,2340.0000000000073
2013-03-12,
2013-03-13,
2013-03-14,4361.999999999982
2013-03-15,3178.9999999999895
2013-03-16,2572.9999999999895
2013-03-17,2708.0000000000123
2013-03-18,2551.9999999999977
2013-03-19,2668.99999999999
2013-03-21,5118.999999999984
2013-03-22,3038.99999999999
2013-03-23,2517.9999999999936
2013-03-24,4597.000000000008
2013-03-25,3282.0000000000127
2013-03-26,
2013-03-27,2390.0000000000077
2013-03-28,2376.99999999999
2013-03-30,2364.000000000003
2013-03-31,1773.9999999999918
2013-04-01,2306.9999999999914
2013-04-03,2166.0000000000095
2013-04-04,1878.9999999999893
2013-04-05,
2013-04-06,1708.0000000000084
2013-04-07,
2013-04-08,2080.99999999999
2013-04-09,2157.000000000007
2013-04-10,1934.0
2013-04-11,3219.000000000004
2013-04-12,2211.000000000008
2013-04-13,1584.9999999999984
2013-04-14,1582.0000000000007
2013-04-15,1784.0000000000102
2013-04-16,1947.0000000000014
2013-04-17,1937.000000000008
2013-04-18,2078.999999999993
2013-04-19,2573.999999999994
2013-04-20,
2013-04-21,
2013-04-22,2170.0000000000105
2013-04-23,2280.0000000000073
2013-04-24,3016.999999999997
2013-04-25,2923.0000000000114
2013-04-26,3537.9999999999995
2013-04-27,
2013-04-28,2428.0000000000027
2013-04-29,4040.9999999999854
2013-05-01,2387.000000000001
2013-05-02,3747.999999999987
2013-05-03,2698.999999999988
2013-05-04,1740.0000000000098
2013-05-05,1899.0000000000082
2013-05-06,2481.999999999993
2013-05-07,2258.0000000000055
2013-05-08,2243.000000000003
2013-05-09,2267.0000000000023
2013-05-10,1962.0000000000027
2013-05-13,1761.9999999999914
2013-05-14,1975.999999999994
2013-05-15,2019.9999999999993
2013-05-16,2095.9999999999945
2013-05-17,2002.0000000000086
2013-05-18,1414.0000000000032
2013-05-19,
2013-05-20,1598.999999999993
2013-05-21,
2013-05-22,1821.0000000000039
2013-05-23,1969.9999999999916
2013-05-24,1648.000000000005
2013-05-25,
2013-05-26,1275.0000000000043
2013-05-27,1414.0000000000032
2013-05-28,
2013-05-29,1903.000000000001
2013-05-31,1681.000000000008
2013-06-01,1557.000000000003
2013-06-02,1462.9999999999936
2013-06-03,1694.000000000001
2013-06-04,1877.000000000003
2013-06-05,1559.9999999999964
2013-06-06,1453.9999999999934
2013-06-07,
2013-06-08,1471.0000000000032
2013-06-09,1379.9999999999995
2013-06-10,1948.999999999998
2013-06-11,2904.999999999994
2013-06-12,2029.9999999999948
2013-06-13,1761.9999999999914
2013-06-14,1532.0000000000052
2013-06-15,1509.0000000000018
2013-06-16,1643.999999999991
2013-06-17,1677.000000000002
2013-06-18,1755.0000000000073
2013-06-19,
2013-06-20,1456.9999999999934
2013-06-21,
2013-06-23,1328.000000000001
2013-06-24,1465.0000000000034
2013-06-25,1528.999999999997
2013-06-26,1629.0000000000073
2013-06-27,1934.0
2013-06-28,2040.9999999999911
2013-06-29,1434.999999999998
2013-06-30,1436.0000000000011
2013-07-01,1492.0000000000061
2013-07-02,1452.9999999999955
2013-07-03,
2013-07-04,1830.0000000000061
2013-07-05,1808.9999999999914
2013-07-06,1228.0000000000032
2013-07-08,1516.0000000000043
2013-07-09,1683.9999999999968
2013-07-10,
2013-07-11,1668.9999999999918
2013-07-12,1760.0000000000043
2013-07-13,1537.000000000006
2013-07-15,
2013-07-17,
2013-07-18,2808.999999999991
2013-07-19,
2013-07-20,1666.0000000000036
2013-07-21,1654.9999999999943
2013-07-22,1993.999999999993
2013-07-23,1232.6508021333543
2013-07-24,762.000000000003
2013-07-26,2508.9999999999945
2013-07-27,2067.0000000000027
2013-07-28,5066.000000000001
2013-07-29,5062.0000000000055
2013-07-30,2568.99999999999
2013-07-31,2429.999999999989
2013-08-01,
2013-08-02,1700.9999999999968
2013-08-03,2076.9999999999955
2013-08-04,1857.999999999993
2013-08-05,2263.9999999999927
2013-08-06,2733.999999999987
2013-08-07,5765.0
2013-08-08,
2013-08-09,3403.000000000017
2013-08-10,2767.0000000000114
2013-08-11,2511.0000000000123
2013-08-12,2550.999999999997
2013-08-13,2384.999999999997
2013-08-14,2360.9999999999923
2013-08-15,
2013-08-16,2194.999999999997
2013-08-17,
2013-08-18,3472.9999999999845
2013-08-19,3839.000000000007
2013-08-20,2810.9999999999955
2013-08-21,2463.9999999999995
2013-08-22,2488.0
2013-08-23,2471.0
2013-08-25,4789.999999999995
2013-08-26,2421.0000000000036
2013-08-27,2139.00000000001
2013-08-29,2885.000000000001
2013-08-30,2964.0000000000073
2013-08-31,2463.9999999999995
2013-09-01,6022.000000000001
2013-09-02,2885.000000000001
2013-09-03,3282.0000000000127
2013-09-04,3096.000000000007
2013-09-05,
2013-09-07,9823.000000000007
2013-09-09,
2013-09-10,
2013-09-11,4956.999999999984
2013-09-12,6184.00000000001
2013-09-13,7490.999999999978
2013-09-14,5063.999999999985
2013-09-15,33389.00000000117
2013-09-16,30852.999999998487
2013-09-17,9380.999999999995
2013-09-18,4958.000000000018
2013-09-19,4385.9999999999845
2013-09-21,3393.9999999999923
2013-09-22,6197.999999999981
2013-09-23,6221.999999999987
2013-09-24,49995.99999999935
2013-09-25,42578.00000000072
2013-09-26,
2013-09-27,7245.999999999983
2013-09-28,7537.999999999997
2013-09-30,25939.000000000273
2013-10-01,11360.99999999994
2013-10-02,9674.000000000022
2013-10-03,7180.0
2013-10-04,5317.000000000005
2013-10-05,6186.000000000026
2013-10-06,21022.00000000001
2013-10-07,27966.000000000095
2013-10-09,6292.999999999976
2013-10-10,6474.000000000007
2013-10-11,9994.999999999989
2013-10-12,5054.999999999993
2013-10-13,
2013-10-14,12369.000000000004
2013-10-15,8342.999999999967
2013-10-16,
2013-10-18,9068.000000000002
2013-10-20,9981.000000000036
2013-10-21,62761.00000000179
2013-10-22,11243.999999999975
2013-10-23,5876.999999999993
2013-10-24,5305.999999999977
2013-10-25,4609.999999999976
2013-10-27,8608.000000000042
2013-10-29,4922.999999999998
2013-10-30,3595.0000000000077
2013-10-31,3280.9999999999977
2013-11-01,3113.0000000000064
2013-11-03,4443.000000000006
2013-11-04,6574.999999999962
2013-11-05,4035.999999999999
2013-11-06,3358.0000000000114
2013-11-07,3752.999999999999
2013-11-08,3489.999999999991
2013-11-09,2512.999999999995
2013-11-11,14933.000000000013
2013-11-12,7508.9999999999645
2013-11-13,4295.999999999998
2013-11-14,4072.0000000000073
2013-11-15,
2013-11-18,52443.00000000036
2013-11-20,4625.999999999975
2013-11-21,
2013-11-22,
2013-11-25,
2013-11-26,6055.999999999967
2013-11-27,3624.000000000002
2013-11-28,3719.9999999999927
2013-11-29,3925.0000000000064
2013-12-01,6784.000000000008
2013-12-02,18132.000000000015
2013-12-03,11957.000000000004
2013-12-05,5319.999999999997
2013-12-06,4854.999999999972
2013-12-07,6135.9999999999845
2013-12-08,7466.999999999992
2013-12-09,15546.999999999989
2013-12-10,7078.000000000014
2013-12-11,4961.000000000006
2013-12-12,5606.999999999984
2013-12-13,9923.999999999976
2013-12-14,7359.999999999985
2013-12-15,8321.000000000002
2013-12-16,10276.999999999962
2013-12-17,7296.000000000025
2013-12-18,5670.000000000015
2013-12-20,3990.9999999999827
2013-12-21,3287.9999999999964
2013-12-22,13612.999999999956
2013-12-23,20023.999999999993
2013-12-24,
2013-12-25,5318.000000000029
2013-12-26,6099.00000000002
2013-12-27,4861.0000000000255
2013-12-28,4943.0000000000055
2013-12-29,10938.999999999993
2013-12-31,9673.000000000035
2014-01-02,6856.000000000034
2014-01-03,7503.000000000011
2014-01-05,5446.000000000024
2014-01-06,6614.617449255881
2014-01-07,8034.000000000022
2014-01-08,6679.999999999993
2014-01-09,7003.000000000012
2014-01-10,7563.000000000001
2014-01-11,6993.999999999991
2014-01-12,44059.999999998516
2014-01-13,81435.00000000314
2014-01-14,18721.999999999993
2014-01-15,14839.999999999976
2014-01-16,17074.99999999999
2014-01-17,15924.999999999945
2014-01-18,12515.000000000073
2014-01-19,99074.00000000159
2014-01-20,159018.9999999947
2014-01-22,
2014-01-23,16861.999999999985
2014-01-24,19272.999999999967
2014-01-25,11741.999999999993
2014-01-26,13233.999999999945
2014-01-27,25314.999999999745
2014-01-28,22022.99999999999
2014-01-29,22758.999999999673
2014-01-30,32221.00000000148
2014-01-31,34649.99999999832
2014-02-01,28004.99999999906
2014-02-02,128094.00000000275
2014-02-03,
2014-02-04,
2014-02-05,18867.99999999994
2014-02-06,
2014-02-07,8985.000000000011
2014-02-08,6606.000000000036
2014-02-09,5560.0000000000155
2014-02-10,4528.999999999982
2014-02-11,4067.9999999999973
2014-02-12,3774.999999999984
2014-02-13,3399.000000000011
2014-02-14,2773.000000000005
2014-02-15,2343.0000000000095
2014-02-17,2528.0000000000055
2014-02-18,
2014-02-20,2767.0000000000114
2014-02-21,2328.9999999999986
2014-02-22,1824.000000000006
2014-02-23,
2014-02-24,
2014-02-25,2173.0000000000014
2014-02-26,2935.000000000009
2014-02-27,2570.0000000000127
2014-02-28,2174.999999999991
2014-03-01,1537.000000000006
2014-03-02,1641.9999999999936
2014-03-03,2611.999999999996
2014-03-04,2693.000000000002
2014-03-05,1967.0000000000014
2014-03-06,2240.0000000000095
2014-03-07,2668.99999999999
2014-03-08,1518.999999999995
2014-03-10,1907.999999999996
2014-03-11,2143.000000000006
2014-03-13,2993.999999999991
2014-03-14,2103.0000000000005
2014-03-16,1719.0000000000011
2014-03-17,1988.9999999999952
2014-03-18,2017.999999999992
2014-03-20,2034.000000000009
2014-03-21,1988.9999999999952
2014-03-22,1551.0000000000018
2014-03-23,1638.000000000008
2014-03-24,3272.000000000005
2014-03-25,2762.000000000006
2014-03-28,2398.000000000002
2014-03-29,1493.0
2014-03-30,
2014-03-31,1697.9999999999964
2014-04-01,1881.9999999999911
2014-04-02,
2014-04-03,2016.0000000000007
2014-04-04,1745.0000000000045
2014-04-05,1283.0000000000045
2014-04-06,1785.9999999999916
2014-04-07,1717.9999999999993
2014-04-09,
2014-04-10,1848.0000000000016
2014-04-11,1652.9999999999939
2014-04-12,1282.0000000000057
2014-04-13,
2014-04-14,1575.9999999999934
2014-04-15,1838.9999999999977
2014-04-16,2033.000000000006
2014-04-18,1622.9999999999984
2014-04-19,1306.0000000000048
2014-04-20,3265.9999999999973
2014-04-21,1836.000000000007
2014-04-22,2554.999999999987
2014-04-23,2188.999999999994
2014-04-24,2526.9999999999905
2014-04-25,2159.000000000006
2014-04-26,1405.999999999999
2014-04-27,1639.9999999999936
2014-04-28,
2014-04-30,2022.000000000006
2014-05-01,1832.9999999999914
2014-05-02,2156.000000000005
2014-05-03,1395.0000000000061
2014-05-05,3427.000000000003
2014-05-07,2701.9999999999886
2014-05-08,3053.000000000007
2014-05-09,6311.999999999994
2014-05-10,3234.999999999996
2014-05-11,
2014-05-12,2612.999999999994
2014-05-13,2488.999999999994
2014-05-16,2068.0000000000005
2014-05-17,1557.9999999999945
2014-05-19,2724.9999999999877
2014-05-20,2577.9999999999923
2014-05-21,2093.999999999995
2014-05-22,
2014-05-23,1851.0000000000043
2014-05-24,1136.0000000000034
2014-05-25,
2014-05-26,1379.9999999999995
2014-05-28,4071.0000000000023
2014-05-29,3023.0000000000073
2014-05-30,1803.0000000000052
2014-05-31,2518.9999999999986
2014-06-01,1276.0000000000057
2014-06-02,1654.0000000000057
2014-06-03,2061.000000000002
2014-06-04,1765.0000000000045
2014-06-05,1974.9999999999952
2014-06-06,1402.9999999999989
2014-06-08,1217.0000000000039
2014-06-09,1330.0000000000002
2014-06-10,1638.000000000008
2014-06-11,
2014-06-13,
2014-06-14,
2014-06-15,1459.000000000006
2014-06-16,1583.9999999999975
2014-06-17,
2014-06-18,1372.9999999999986
2014-06-19,1369.9999999999993
2014-06-20,1559.0000000000057
2014-06-21,1069.999999999998
2014-06-22,1144.9999999999995
2014-06-23,1773.9999999999918
2014-06-24,1343.999999999993
2014-06-25,1371.9999999999995
2014-06-26,1228.0000000000032
2014-06-27,1187.0000000000023
2014-06-29,966.9999999999956
2014-06-30,2259.9999999999973
2014-07-01,1801.999999999995
2014-07-02,1371.9999999999995
2014-07-03,1440.0000000000055
2014-07-04,1187.0000000000023
2014-07-06,1023.0000000000032
2014-07-07,1282.0000000000057
2014-07-08,1501.9999999999995
2014-07-09,1376.0000000000011
2014-07-10,2115.000000000003
2014-07-11,1881.9999999999911
2014-07-12,1353.0000000000032
2014-07-13,1408.0000000000036
2014-07-14,1471.9999999999982
2014-07-15,1842.9999999999948
2014-07-16,1672.9999999999934
2014-07-17,3727.9999999999964
2014-07-18,1795.0000000000014
2014-07-19,1372.9999999999986
2014-07-20,1416.999999999999
2014-07-21,
2014-07-22,2111.9999999999964
2014-07-23,2145.9999999999927
2014-07-24,2763.0000000000105
2014-07-25,2442.9999999999977
2014-07-26,1731.000000000001
2014-07-27,1575.9999999999934
2014-07-29,3775.9999999999927
2014-07-30,2756.000000000003
2014-08-01,1955.0000000000073
2014-08-02,1932.9999999999984
2014-08-03,2117.999999999997
2014-08-04,
2014-08-05,2448.000000000009
2014-08-06,2044.0000000000093
2014-08-07,2209.0000000000073
2014-08-08,3161.000000000007
2014-08-09,2081.999999999992
2014-08-10,2530.999999999989
2014-08-11,4331.000000000016
2014-08-12,5483.000000000009
2014-08-13,3558.9999999999905
2014-08-15,2844.999999999995
2014-08-16,2404.0000000000045
2014-08-18,
2014-08-19,3638.0000000000055
2014-08-20,2981.9999999999914
2014-08-21,2662.999999999994
2014-08-22,2533.000000000012
2014-08-23,2920.9999999999973
2014-08-24,5006.000000000006
2014-08-25,4256.999999999994
2014-08-26,2785.9999999999977
2014-08-27,2532.000000000008
2014-08-28,3593.846407402535
2014-08-29,5101.000000000022
2014-08-30,3060.9999999999927
2014-08-31,2900.9999999999877
2014-09-01,4334.999999999987
2014-09-02,3839.999999999991
2014-09-03,4655.999999999983
2014-09-04,4879.000000000011
2014-09-05,6899.000000000015
2014-09-06,3216.0000000000123
2014-09-07,6311.999999999994
2014-09-08,44462.99999999894
2014-09-09,23388.000000000902
2014-09-10,6589.000000000006
2014-09-11,6089.999999999985
2014-09-12,8572.000000000025
2014-09-13,5549.999999999995
2014-09-14,21192.999999999905
2014-09-15,16458.000000000033
2014-09-16,9861.999999999985
2014-09-17,5509.999999999998
2014-09-18,7251.999999999986
2014-09-19,8235.999999999998
2014-09-20,3638.0000000000055
2014-09-21,9530.000000000016
2014-09-22,14875.999999999996
2014-09-23,4641.999999999989
2014-09-24,3488.9999999999827
2014-09-25,3584.9999999999964
2014-09-26,6898.000000000028
2014-09-27,3687.999999999985
2014-09-28,4171.999999999991
2014-09-29,5380.000000000002
2014-09-30,6010.999999999989
2014-10-01,3890.9999999999877
2014-10-02,3922.99999999999
2014-10-03,4299.9999999999845
2014-10-04,3088.0000000000123
2014-10-05,10214.000000000005
2014-10-06,21261.99999999998
2014-10-07,6942.999999999976
2014-10-08,5843.000000000021
2014-10-09,4450.000000000016
2014-10-10,5326.000000000017
2014-10-11,3042.9999999999973
2014-10-12,9022.99999999999
2014-10-13,12560.999999999967
2014-10-14,4921.0000000000055
2014-10-15,4077.9999999999986
2014-10-16,4128.000000000005
2014-10-17,4799.999999999993
2014-10-18,3645.000000000004
2014-10-19,6005.999999999964
2014-10-20,78783.99999999804
2014-10-21,14876.999999999953
2014-10-22,7176.999999999986
2014-10-23,6411.999999999975
2014-10-24,19080.000000000047
2014-10-25,4601.999999999993
2014-10-26,6656.999999999972
2014-10-27,11869.999999999962
2014-10-28,6375.999999999992
2014-10-29,5193.000000000009
2014-10-30,4764.0
2014-10-31,5071.0000000000055
2014-11-01,3120.000000000007
2014-11-02,8867.999999999978
2014-11-03,12761.000000000045
2014-11-04,8595.999999999985
2014-11-05,3864.0000000000064
2014-11-06,3602.999999999988
2014-11-07,3624.000000000002
2014-11-08,2194.999999999997
2014-11-09,3984.0000000000077
2014-11-10,8374.000000000013
2014-11-11,4370.999999999982
2014-11-12,3706.999999999993
2014-11-13,3377.0000000000055
2014-11-14,3124.0000000000095
2014-11-15,1945.0000000000064
2014-11-16,4440.999999999989
2014-11-17,6072.00000000002
2014-11-18,3831.999999999993
2014-11-19,2958.0000000000136
2014-11-20,2996.9999999999914
2014-11-21,3232.000000000011
2014-11-22,1860.0000000000061
2014-11-23,3650.0000000000073
2014-11-24,8729.000000000002
2014-11-25,3694.9999999999895
2014-11-26,2886.999999999984
2014-11-27,3388.999999999996
2014-11-28,2846.0000000000073
2014-11-29,2136.0000000000105
2014-11-30,2879.999999999996
2014-12-01,9341.000000000005
2014-12-02,3971.999999999984
2014-12-03,3956.99999999998
2014-12-04,4027.9999999999877
2014-12-05,4394.000000000018
2014-12-06,2229.999999999991
2014-12-07,3331.0000000000005
2014-12-08,6283.000000000018
2014-12-09,4409.000000000006
2014-12-10,3359.9999999999973
2014-12-11,3774.00000000002
2014-12-12,3316.9999999999927
2014-12-13,2235.000000000001
2014-12-14,4560.999999999998
2014-12-15,6969.999999999997
2014-12-16,4881.000000000015
2014-12-17,3547.9999999999995
2014-12-18,3301.999999999987
2014-12-19,2523.9999999999905
2014-12-20,1849.9999999999995
2014-12-21,2724.9999999999877
2014-12-22,4295.999999999998
